key,en,ar,notes
orders.summary.inventoryKit,Consists of {{count}}x inventory items,يتكون من {{count}}x عناصر المخزون,
orders.summary.itemSubtotal,Item Subtotal,المجموع الفرعي للعناصر,
orders.summary.itemTotal,Item Total,إجمالي العناصر,
orders.summary.requestReturn,Request return,طلب إرجاع,
orders.summary.shippingSubtotal,Shipping Subtotal,المجموع الفرعي للشحن,
orders.summary.shippingTotal,Shipping Total,إجمالي الشحن,
orders.summary.taxTotal,Tax Total,إجمالي الضرائب,
orders.summary.taxTotalIncl,Tax Total (included),إجمالي الضرائب (مشمول),
orders.summary.totalAfterDiscount,Total After Discount,,
orders.transfer.currentOwner,Current owner,المالك الحالي,
orders.transfer.currentOwnerDescription,The customer currently related to this order.,العميل المرتبط حاليًا بهذا الطلب.,
orders.transfer.newOwner,New owner,المالك الجديد,
orders.transfer.newOwnerDescription,The customer to transfer this order to.,العميل الذي سيتم نقل هذا الطلب إليه.,
orders.transfer.requestSuccess,Order transfer request sent to: {{email}}.,تم إرسال طلب نقل الطلب إلى: {{email}}.,
orders.transfer.title,Transfer ownership,نقل الملكية,
priceLists.configuration.edit.description,Edit the configuration of the price list.,تحرير تكوين قائمة الأسعار.,
priceLists.configuration.edit.header,Edit Price List Configuration,تحرير تكوين قائمة الأسعار,
priceLists.configuration.edit.successToast,Price list configuration was successfully updated.,تم تحديث تكوين قائمة الأسعار بنجاح.,
priceLists.configuration.header,Configuration,التكوين,
priceLists.create.header,Create Price List,إنشاء قائمة أسعار,
priceLists.create.products.list.noRecordsMessage,Create a product first.,أنشئ منتجًا أولاً.,
priceLists.create.subheader,Create a new price list to manage the prices of your products.,إنشاء قائمة أسعار جديدة لإدارة أسعار منتجاتك.,
priceLists.create.successToast,Price list {{title}} was successfully created.,تم إنشاء قائمة الأسعار {{title}} بنجاح.,
priceLists.create.tabs.details,Details,التفاصيل,
priceLists.create.tabs.prices,Prices,الأسعار,
priceLists.create.tabs.products,Products,المنتجات,
priceLists.delete.confirmation,"You are about to delete the price list ""{{title}}"". This action cannot be undone.",أنت على وشك حذف قائمة الأسعار {{title}}. لا يمكن التراجع عن هذا الإجراء.,
priceLists.delete.successToast,"Price list ""{{title}}"" was successfully deleted.",تم حذف قائمة الأسعار {{title}} بنجاح.,
priceLists.domain,Price Lists,قوائم الأسعار,
priceLists.edit.header,Edit Price List,تحرير قائمة الأسعار,
priceLists.edit.successToast,Price list {{title}} was successfully updated.,تم تحديث قائمة الأسعار {{title}} بنجاح.,
priceLists.fields.customerAvailability.attribute,Customer groups,مجموعات العملاء,
priceLists.fields.customerAvailability.header,Choose customer groups,اختر مجموعات العملاء,
priceLists.fields.customerAvailability.hint,Choose which customer groups the price list should be applied to.,اختر مجموعات العملاء التي يجب تطبيق قائمة الأسعار عليها.,
priceLists.fields.customerAvailability.label,Customer availability,توفر العملاء,
priceLists.fields.customerAvailability.placeholder,Search for customer groups,البحث عن مجموعات العملاء,
priceLists.fields.endsAt.hint,Schedule the price list to deactivate in the future.,جدولة قائمة الأسعار لتعطيلها في المستقبل.,
priceLists.fields.endsAt.label,Price list has an expiry date?,هل تحتوي قائمة الأسعار على تاريخ انتهاء؟,
priceLists.fields.priceOverrides.header,Price Overrides,تجاوزات الأسعار,
priceLists.fields.priceOverrides.label,Price overrides,تجاوزات الأسعار,
priceLists.fields.startsAt.hint,Schedule the price list to activate in the future.,جدولة قائمة الأسعار لتفعيلها في المستقبل.,
priceLists.fields.startsAt.label,Price list has a start date?,هل تحتوي قائمة الأسعار على تاريخ بدء؟,
priceLists.fields.status.label,Status,الحالة,
priceLists.fields.status.options.active,Active,نشط,
priceLists.fields.status.options.draft,Draft,مسودة,
priceLists.fields.status.options.expired,Expired,منتهي,
priceLists.fields.status.options.scheduled,Scheduled,مجدول,
priceLists.fields.type.hint,Choose the type of price list you want to create.,اختر نوع قائمة الأسعار التي تريد إنشاؤها.,
priceLists.fields.type.label,Type,النوع,
priceLists.fields.type.options.override.description,Overrides are usually used to create customer-specific prices.,عادةً ما تُستخدم التجاوزات لإنشاء أسعار مخصصة للعملاء.,
priceLists.fields.type.options.override.label,Override,تجاوز,
priceLists.fields.type.options.sale.description,Sale prices are temporary price changes for products.,أسعار البيع هي تغييرات مؤقتة في أسعار المنتجات.,
priceLists.fields.type.options.sale.label,Sale,بيع,
priceLists.products.actions.addProducts,Add products,إضافة منتجات,
priceLists.products.actions.editPrices,Edit prices,تحرير الأسعار,
priceLists.products.add.successToast,Prices were successfully added to the price list.,تمت إضافة الأسعار إلى قائمة الأسعار بنجاح.,
priceLists.products.delete.confirmation_one,You are about to delete the prices for {{count}} product in the price list. This action cannot be undone.,أنت على وشك حذف الأسعار لـ {{count}} منتج في قائمة الأسعار. لا يمكن التراجع عن هذا الإجراء.,
priceLists.products.delete.confirmation_other,You are about to delete the prices for {{count}} products in the price list. This action cannot be undone.,أنت على وشك حذف الأسعار لـ {{count}} منتجات في قائمة الأسعار. لا يمكن التراجع عن هذا الإجراء.,
priceLists.products.delete.successToast_one,Successfully deleted prices for {{count}} product.,تم حذف الأسعار لـ {{count}} منتج بنجاح.,
priceLists.products.delete.successToast_other,Successfully deleted prices for {{count}} products.,تم حذف الأسعار لـ {{count}} منتجات بنجاح.,
priceLists.products.edit.successToast,Prices were successfully updated.,تم تحديث الأسعار بنجاح.,
priceLists.products.header,Products,المنتجات,
priceLists.subtitle,Create sales or override prices for specific conditions.,إنشاء مبيعات أو تجاوز الأسعار لظروف محددة.,
productTags.create.header,Create Product Tag,إنشاء علامة منتج,
productTags.create.subtitle,Create a new product tag to categorize your products.,إنشاء علامة منتج جديدة لتصنيف منتجاتك.,
productTags.create.successToast,Product tag {{value}} was successfully created.,تم إنشاء علامة المنتج {{value}} بنجاح.,
productTags.delete.confirmation,You are about to delete the product tag {{value}}. This action cannot be undone.,أنت على وشك حذف علامة المنتج {{value}}. لا يمكن التراجع عن هذا الإجراء.,
productTags.delete.successToast,Product tag {{value}} was successfully deleted.,تم حذف علامة المنتج {{value}} بنجاح.,
productTags.domain,Product Tags,علامات المنتجات,
productTags.edit.header,Edit Product Tag,تحرير علامة المنتج,
productTags.edit.subtitle,Edit the value of the product tag.,تحرير قيمة علامة المنتج.,
productTags.edit.successToast,Product tag {{value}} was successfully updated.,تم تحديث علامة المنتج {{value}} بنجاح.,
productTags.fields.value,Value,القيمة,
productTypes.create.header,Create Product Type,إنشاء نوع منتج,
productTypes.create.hint,Create a new product type to categorize your products.,إنشاء نوع منتج جديد لتصنيف منتجاتك.,
productTypes.create.successToast,Product type {{value}} was successfully created.,تم إنشاء نوع المنتج {{value}} بنجاح.,
productTypes.delete.confirmation,"You are about to delete the product type ""{{value}}"". This action cannot be undone.",أنت على وشك حذف نوع المنتج {{value}}. لا يمكن التراجع عن هذا الإجراء.,
productTypes.delete.successToast,"Product type ""{{value}}"" was successfully deleted.",تم حذف نوع المنتج {{value}} بنجاح.,
productTypes.domain,Product Types,أنواع المنتجات,
productTypes.edit.header,Edit Product Type,تحرير نوع المنتج,
productTypes.edit.successToast,Product type {{value}} was successfully updated.,تم تحديث نوع المنتج {{value}} بنجاح.,
productTypes.fields.value,Value,القيمة,
productTypes.subtitle,Organize your products into types.,تنظيم منتجاتك في أنواع.,
products.attributes,Attributes,السمات,
products.columns.collection,Collection,,
products.columns.created_at,Created,,
products.columns.handle,Handle,,
products.columns.product_display,Product,,
products.columns.sales_channels_display,Sales Channels,,
products.columns.status,Status,,
products.columns.thumbnail,Thumbnail,,
products.columns.title,Title,,
products.columns.updated_at,Updated,,
products.columns.variants_count,Variants,,
products.create.description,Create a new product.,إنشاء منتج جديد.,
products.create.errors.options,Please create at least one option.,يرجى إنشاء خيار واحد على الأقل.,
products.create.errors.uniqueSku,SKU must be unique.,يجب أن يكون SKU فريدًا.,
products.create.errors.variants,Please select at least one variant.,يرجى تحديد بديل واحد على الأقل.,
products.create.header,General,عام,
products.create.inventory.heading,Inventory kits,مجموعات المخزون,
products.create.inventory.itemPlaceholder,Select inventory item,اختر عنصر المخزون,
products.create.inventory.label,Add inventory items to the variant's inventory kit.,أضف عناصر المخزون إلى مجموعة المخزون الخاصة بالبديل.,
products.create.inventory.quantityPlaceholder,How many of these are needed for the kit?,كم عدد هذه العناصر المطلوبة للمجموعة؟,
products.create.successToast,Product {{title}} was successfully created.,تم إنشاء المنتج {{title}} بنجاح.,
products.create.tabs.details,Details,التفاصيل,
products.create.tabs.inventory,Inventory kits,مجموعات المخزون,
products.create.tabs.organize,Organize,تنظيم,
products.create.tabs.variants,Variants,البدائل,
products.create.title,Create Product,إنشاء منتج,
products.create.variants.header,Variants,البدائل,
products.create.variants.optionTitle.placeholder,Size,الحجم,
products.create.variants.optionValues.placeholder,"Small, Medium, Large",صغير، متوسط، كبير,
products.create.variants.productOptions.hint,"Define the options for the product, e.g. color, size, etc.",حدد الخيارات للمنتج، مثل اللون، الحجم، إلخ.,
products.create.variants.productOptions.label,Product options,خيارات المنتج,
products.create.variants.productVariants.alert,Add options to create variants.,أضف الخيارات لإنشاء البدائل.,
products.create.variants.productVariants.hint,This ranking will affect the variants' order in your storefront.,سيؤثر هذا الترتيب على ترتيب البدائل في واجهة متجرك.,
products.create.variants.productVariants.label,Product variants,بدائل المنتج,
products.create.variants.productVariants.tip,Variants left unchecked won't be created. You can always create and edit variants afterwards but this list fits the variations in your product options.,لن يتم إنشاء البدائل غير المحددة. يمكنك دائمًا إنشاء وتحرير البدائل لاحقًا ولكن هذه القائمة تناسب التباينات في خيارات منتجك.,
products.create.variants.subHeadingDescription,"When unchecked, we will create a default variant for you",عند عدم التحديد، سنقوم بإنشاء بديل افتراضي لك,
products.create.variants.subHeadingTitle,"Yes, this is a product with variants",نعم، هذا منتج ببدائل,
products.deleteVariantWarning,You are about to delete the variant {{title}}. This action cannot be undone.,أنت على وشك حذف البديل {{title}}. لا يمكن التراجع عن هذا الإجراء.,
products.deleteWarning,You are about to delete the product {{title}}. This action cannot be undone.,أنت على وشك حذف المنتج {{title}}. لا يمكن التراجع عن هذا الإجراء.,
products.discountableHint,"When unchecked, discounts will not be applied to this product.",عند عدم التحديد، لن يتم تطبيق الخصومات على هذا المنتج.,
products.domain,Products,المنتجات,
products.edit.description,Edit the product details.,تحرير تفاصيل المنتج.,
products.edit.header,Edit Product,تحرير المنتج,
products.edit.successToast,Product {{title}} was successfully updated.,تم تحديث المنتج {{title}} بنجاح.,
products.editAttributes,Edit Attributes,تحرير السمات,
products.editOptions,Edit Options,تحرير الخيارات,
products.editPrices,Edit prices,تحرير الأسعار,
products.export.columns.description,Customize the exported data to meet specific needs,تخصيص البيانات المصدرة لتلبية الاحتياجات المحددة,
products.export.columns.title,Columns,الأعمدة,
products.export.description,Export the product list to a CSV file.,تصدير قائمة المنتجات إلى ملف CSV.,
products.export.filters.description,Apply filters in the table overview to adjust this view,تطبيق الفلاتر في نظرة عامة على الجدول لضبط هذا العرض,
products.export.filters.title,Filters,الفلاتر,
products.export.header,Export Product List,تصدير قائمة المنتجات,
products.export.success.description,Exporting data may take a few minutes. We will notify you when we are done.,قد يستغرق تصدير البيانات بضع دقائق. سنقوم بإعلامك عند الانتهاء.,
products.export.success.title,We are processing your export,نحن نعالج تصديرك,
products.fields.categories.label,Categories,الفئات,
products.fields.collection.label,Collection,المجموعة,
products.fields.countryOrigin.label,Country of origin,بلد المنشأ,
products.fields.description.hint,Give your product a short and clear description.<0/>120-160 characters is the recommended length for search engines.,امنح منتجك وصفًا قصيرًا وواضحًا.<0/>120-160 حرفًا هو الطول الموصى به لمحركات البحث.,
products.fields.description.label,Description,الوصف,
products.fields.description.placeholder,A warm and cozy jacket,سترة دافئة ومريحة,
products.fields.discountable.hint,"When unchecked, discounts will not be applied to this product",عند عدم التحديد، لن يتم تطبيق الخصومات على هذا المنتج,
products.fields.discountable.label,Discountable,قابل للخصم,
products.fields.handle.label,Handle,المقبض,
products.fields.handle.placeholder,winter-jacket,سترة-الشتاء,
products.fields.handle.tooltip,"The handle is used to reference the product in your storefront. If not specified, the handle will be generated from the product title.",يستخدم المقبض للإشارة إلى المنتج في واجهة متجرك. إذا لم يتم تحديده، سيتم إنشاء المقبض من عنوان المنتج.,
products.fields.height.label,Height,الارتفاع,
products.fields.hs_code.label,HS code,رمز HS,
products.fields.length.label,Length,الطول,
products.fields.material.label,Material,المادة,
products.fields.mid_code.label,Mid code,رمز MID,
products.fields.options.add,Add option,إضافة خيار,
products.fields.options.hint,"Options are used to define the color, size, etc. of the product",تستخدم الخيارات لتحديد اللون، الحجم، إلخ. للمنتج,
products.fields.options.label,Product options,خيارات المنتج,
products.fields.options.optionTitle,Option title,عنوان الخيار,
products.fields.options.optionTitlePlaceholder,Color,اللون,
products.fields.options.variantionsPlaceholder,"Red, Blue, Green",أحمر، أزرق، أخضر,
products.fields.options.variations,Variations (comma-separated),التباينات (مفصولة بفواصل),
products.fields.sales_channels.hint,This product will only be available in the default sales channel if left untouched.,سيكون هذا المنتج متاحًا فقط في قناة البيع الافتراضية إذا تركت دون تغيير.,
products.fields.sales_channels.label,Sales channels,قنوات البيع,
products.fields.shipping_profile.hint,Connect the product to a shipping profile,اختر عنوان الشحن لهذا المنتج.,
products.fields.shipping_profile.label,Shipping profile,عنوان الشحن,
products.fields.subtitle.label,Subtitle,العنوان الفرعي,
products.fields.subtitle.placeholder,Warm and cosy,دافئة ومريحة,
products.fields.tags.label,Tags,العلامات,
products.fields.title.hint,Give your product a short and clear title.<0/>50-60 characters is the recommended length for search engines.,امنح منتجك عنوانًا قصيرًا وواضحًا.<0/>50-60 حرفًا هو الطول الموصى به لمحركات البحث.,
products.fields.title.label,Title,العنوان,
products.fields.title.placeholder,Winter jacket,جاكيت شتوي,
products.fields.type.label,Type,النوع,
products.fields.variants.hint,"Variants left unchecked won't be created, This ranking will affect how the variants are ranked in your frontend.",لن يتم إنشاء البدائل غير المحددة، سيؤثر هذا الترتيب على كيفية ترتيب البدائل في واجهة متجرك.,
products.fields.variants.label,Product variants,بدائل المنتج,
products.fields.weight.label,Weight,الوزن,
products.fields.width.label,Width,العرض,
products.import.description,Import products by providing a CSV file in a pre-defined format,استيراد المنتجات عن طريق تقديم ملف CSV بتنسيق محدد مسبقًا,
products.import.header,Import Product List,استيراد قائمة المنتجات,
products.import.success.description,Importing data may take a while. We will notify you when we are done.,قد يستغرق استيراد البيانات بعض الوقت. سنقوم بإعلامك عند الانتهاء.,
products.import.success.title,We are processing your import,نحن نعالج استيرادك,
products.import.template.description,Download the template below to ensure you are following the correct format.,قم بتنزيل القالب أدناه للتأكد من أنك تتبع التنسيق الصحيح.,
products.import.template.title,Unsure about how to arrange your list?,غير متأكد من كيفية ترتيب قائمتك؟,
products.import.upload.description,"Through imports you can add or update products. To update existing products you must use the existing handle and ID, to update existing variants you must use the existing ID. You will be asked for confirmation before we import products.",من خلال الاستيرادات يمكنك إضافة أو تحديث المنتجات. لتحديث المنتجات الحالية يجب استخدام المعرف والمعرف الفريد الحالي، لتحديث البدائل الحالية يجب استخدام المعرف الحالي. سيتم طلب التأكيد قبل استيراد المنتجات.,
products.import.upload.preprocessing,Preprocessing...,معالجة مسبقة...,
products.import.upload.productsToCreate,Products will be created,سيتم إنشاء المنتجات,
products.import.upload.productsToUpdate,Products will be updated,سيتم تحديث المنتجات,
products.import.upload.title,Upload a CSV file,تحميل ملف CSV,
products.import.uploadHint,Drag and drop a CSV file or click to upload,اسحب وأفلت ملف CSV أو انقر للتحميل,
products.import.uploadLabel,Import Products,استيراد المنتجات,
products.list.noRecordsMessage,Create your first product to start selling.,أنشئ منتجك الأول لبدء البيع.,
products.media.availableImages,Select images,,
products.media.deleteImageLabel,Delete current image,حذف الصورة الحالية,
products.media.deleteWarningWithThumbnail_one,You are about to delete {{count}} image including the thumbnail. This action cannot be undone.,أنت على وشك حذف {{count}} صورة بما في ذلك الصورة المصغرة. لا يمكن التراجع عن هذا الإجراء.,
products.media.deleteWarningWithThumbnail_other,You are about to delete {{count}} images including the thumbnail. This action cannot be undone.,أنت على وشك حذف {{count}} صور بما في ذلك الصورة المصغرة. لا يمكن التراجع عن هذا الإجراء.,
products.media.deleteWarning_one,You are about to delete {{count}} image. This action cannot be undone.,أنت على وشك حذف {{count}} صورة. لا يمكن التراجع عن هذا الإجراء.,
products.media.deleteWarning_other,You are about to delete {{count}} images. This action cannot be undone.,أنت على وشك حذف {{count}} صور. لا يمكن التراجع عن هذا الإجراء.,
products.media.downloadImageLabel,Download current image,تحميل الصورة الحالية,
products.media.editHint,Add media to the product to showcase it in your storefront.,أضف وسائط إلى المنتج لعرضها في واجهة متجرك.,
products.media.emptyState.action,Add media,إضافة وسائط,
products.media.emptyState.description,Add media to showcase it in your storefront.,أضف وسائط إلى المنتج لعرضها في واجهة متجرك.,
products.media.emptyState.header,No media yet,لا توجد وسائط بعد,
products.media.failedToUpload,Failed to upload the added media. Please try again.,فشل في تحميل الوسائط المضافة. يرجى المحاولة مرة أخرى.,
products.media.fileTooLarge,One or more files exceed the maximum file size of {{size}}: {{name}},,
products.media.galleryLabel,Gallery,المعرض,
products.media.invalidFileType,'{{name}}' is not a supported file type. Supported file types are: {{types}}.,'{{name}}' ليس نوع ملف مدعوم. الأنواع المدعومة هي: {{types}}.,
products.media.label,Media,الوسائط,
products.media.makeThumbnail,Make thumbnail,جعل الصورة المصغرة,
products.media.manageImageVariants,Manage associated variants,,
products.media.removeSelected,Remove Selected,,
products.media.selectToAdd,"Add product images to the variant. To add new images, add them to the product first.",,
products.media.showAvailableImages,Show available images,,
products.media.successToast,Media was successfully updated.,تم تحديث الوسائط بنجاح.,
products.media.thumbnailTooltip,Thumbnail,الصورة المصغرة,
products.media.uploadImagesHint,Drag and drop images here or click to upload.,اسحب وأفلت الصور هنا أو انقر للتحميل.,
products.media.uploadImagesLabel,Upload images,تحميل الصور,
products.media.variantImages,Variant images,,
products.noSalesChannels,Not available in any sales channels,غير متاح في أي قنوات بيع,
products.options.create.header,Create Option,إنشاء خيار,
products.options.create.successToast,Option {{title}} was successfully created.,تم إنشاء الخيار {{title}} بنجاح.,
products.options.deleteWarning,You are about to delete the product option: {{title}}. This action cannot be undone.,أنت على وشك حذف خيار المنتج: {{title}}. لا يمكن التراجع عن هذا الإجراء.,
products.options.edit.header,Edit Option,تحرير الخيار,
products.options.edit.successToast,Option {{title}} was successfully updated.,تم تحديث الخيار {{title}} بنجاح.,
products.options.header,Options,الخيارات,
products.organization.edit.header,Edit Organization,تحرير التنظيم,
products.organization.edit.toasts.success,Successfully updated the organization of {{title}}.,تم تحديث تنظيم {{title}} بنجاح.,
products.organization.header,Organize,تنظيم,
products.productStatus.draft,Draft,مسودة,
products.productStatus.proposed,Proposed,مقترح,
products.productStatus.published,Published,منشور,
products.productStatus.rejected,Rejected,مرفوض,
products.shippingProfile.create.errors.required,Shipping profile is required,يرجى إدخال عنوان المنتج.,
products.shippingProfile.edit.header,Shipping Configuration,تحرير عنوان الشحن,
products.shippingProfile.edit.toasts.success,Successfully updated the shipping profile for {{title}}.,تم تحديث عنوان الشحن بنجاح.,
products.shippingProfile.header,Shipping configuration,تحرير عنوان الشحن,
products.stock.description,Update the stocked inventory levels for all of the product's variants.,إضافة عناصر المخزون إلى مجموعة المخزون الخاصة بالبديل.,
products.stock.heading,Manage product stock levels and locations,مجموعات المخزون,
products.stock.loading,Hang on this may take a moment...,جاري التحميل...,
products.stock.tooltips.alreadyManaged,This inventory item is already editable under {{title}}.,هذا العنصر مدار بالفعل.,
products.stock.tooltips.alreadyManagedWithSku,This inventory item is already editable under {{title}} ({{sku}}).,هذا العنصر مدار بالفعل بالمعرف {{sku}}.,
products.toasts.delete.error.header,Failed to delete product,فشل في حذف المنتج,
products.toasts.delete.success.description,{{title}} was successfully deleted.,تم حذف {{title}} بنجاح.,
products.toasts.delete.success.header,Product deleted,تم حذف المنتج,
products.variant.create.header,Variant details,تفاصيل البديل,
products.variant.deleteWarning,Are you sure you want to delete this variant?,هل أنت متأكد أنك تريد حذف هذا البديل؟,
products.variant.edit.header,Edit Variant,تحرير البديل,
products.variant.edit.success,Product variant edited successfully,تم تحرير بديل المنتج بنجاح,
products.variant.inventory.actions.inventoryItems,Go to inventory item,الانتقال إلى عنصر المخزون,
products.variant.inventory.actions.inventoryKit,Show inventory items,عرض عناصر المخزون,
products.variant.inventory.allowBackordersHint,"When enabled, customers can purchase the variant even if there's no available quantity.",عند التمكين، يمكن للعملاء شراء البديل حتى إذا لم يكن هناك كمية متاحة.,
products.variant.inventory.allowBackordersLabel,Allow backorders,السماح بالطلبات المسبقة,
products.variant.inventory.editItemDetails,Edit item details,تحرير تفاصيل العنصر,
products.variant.inventory.header,Stock & Inventory,المخزون والمخزون,
products.variant.inventory.inventoryKit,Inventory Kit,مجموعة المخزون,
products.variant.inventory.inventoryKitHint,Does this variant consist of several inventory items?,هل يتكون هذا البديل من عدة عناصر مخزون؟,
products.variant.inventory.manageInventoryHint,"When enabled, we'll change the inventory quantity for you when orders and returns are created.",عند التمكين، سنقوم بتغيير كمية المخزون لك عند إنشاء الطلبات والإرجاعات.,
products.variant.inventory.manageInventoryLabel,Manage inventory,إدارة المخزون,
products.variant.inventory.manageItems,Manage inventory items,إدارة عناصر المخزون,
products.variant.inventory.manageKit,Manage inventory kit,إدارة مجموعة المخزون,
products.variant.inventory.navigateToItem,Go to inventory item,الانتقال إلى عنصر المخزون,
products.variant.inventory.notManaged,Not managed,غير مُدار,
products.variant.inventory.notManagedDesc,Inventory is not managed for this variant. Turn on ‘Manage Inventory’ to track the variant's inventory.,لا يتم إدارة المخزون لهذا البديل. قم بتشغيل 'إدارة المخزون' لتتبع مخزون البديل.,
products.variant.inventory.toast.itemsManageSuccess,Inventory items successfully updated.,تم تحديث عناصر المخزون بنجاح.,
products.variant.inventory.toast.levelsBatch,Inventory levels updated.,تم تحديث مستويات المخزون.,
products.variant.inventory.toast.update,Inventory item updated successfully.,تم تحديث عنصر المخزون بنجاح.,
products.variant.inventory.toast.updateLevel,Inventory level updated successfully.,تم تحديث مستوى المخزون بنجاح.,
products.variant.inventory.validation.itemId,Please select inventory item.,يرجى اختيار عنصر المخزون.,
products.variant.inventory.validation.quantity,Quantity is required. Please input a positive number.,الكمية مطلوبة. يرجى إدخال رقم موجب.,
products.variant.pricesPagination,1 - {{current}} of {{total}} prices,1 - {{current}} من {{total}} أسعار,
products.variant.tableItemAvailable,{{availableCount}} available,{{availableCount}} متاح,
products.variant.tableItem_one,{{availableCount}} available at {{locationCount}} location,{{availableCount}} متاح في {{locationCount}} موقع,
products.variant.tableItem_other,{{availableCount}} available at {{locationCount}} locations,{{availableCount}} متاح في {{locationCount}} مواقع,
products.variantCount_one,{{count}} variant,{{count}} بديل,
products.variantCount_other,{{count}} variants,{{count}} بدائل,
products.variantMedia.addToMultipleVariants,Add to multiple variants,,
products.variantMedia.emptyState.action,Add media,,
products.variantMedia.emptyState.description,Add media to the variant to showcase it in your storefront.,,
products.variantMedia.emptyState.header,No media yet,,
products.variantMedia.label,Variant Media,,
products.variantMedia.manageVariants,Manage variants,,
products.variantMedia.manageVariantsDescription,Manage associated variants for the image,,
products.variantMedia.successToast,Image variants successfully updated.,,
products.variants.empty.description,There are no variants to display.,لا يوجد بدائل لهذا المنتج.,
products.variants.empty.heading,No variants,لا يوجد بدائل,
products.variants.filtered.description,No variants match the current filter criteria.,هذا المنتج لديه {{count}} بديلات معروفة.,
products.variants.filtered.heading,No results,بدائل معروفة,
products.variants.header,Variants,البدائل,
profile.domain,Profile,الملف الشخصي,
profile.edit.header,Edit Profile,تحرير الملف الشخصي,
profile.edit.languageHint,The language you want to use in the admin dashboard. This doesn't change the language of your store.,اللغة التي تريد استخدامها في لوحة الإدارة. هذا لا يغير لغة متجرك.,
profile.edit.languagePlaceholder,Select language,اختر اللغة,
profile.edit.usageInsightsHint,Share usage insights and help us improve Medusa. You can read more about what we collect and how we use it in our <0>documentation</0>.,شارك رؤى الاستخدام وساعدنا في تحسين Medusa. يمكنك قراءة المزيد حول ما نجمعه وكيف نستخدمه في <0>التوثيق</0>.,
profile.fields.languageLabel,Language,اللغة,
profile.fields.usageInsightsLabel,Usage insights,رؤى الاستخدام,
profile.manageYourProfileDetails,Manage your profile details.,إدارة تفاصيل ملفك الشخصي.,
profile.toast.edit,Profiles changes saved,تم حفظ تغييرات الملف الشخصي,
promotions.campaign.actions.goToCampaign,Go to campaign,الذهاب إلى الحملة,
promotions.campaign.edit.header,Edit Campaign,تحرير الحملة,
promotions.campaign.edit.successToast,Successfully updated the campaign of the promotion.,تم تحديث حملة العرض الترويجي بنجاح.,
promotions.campaign.header,Campaign,الحملة,
promotions.campaign_currency.tooltip,This is the promotion's currency. Change it from the Details tab.,هذه هي عملة العرض الترويجي. قم بتغييرها من علامة التبويب التفاصيل.,
promotions.conditions.add,Add condition,إضافة شرط,
promotions.conditions.list.noRecordsMessage,Add a condition to restrict what items the promotion applies to.,أضف شرطًا لتقييد العناصر التي ينطبق عليها العرض الترويجي.,
promotions.createPromotionTitle,Create Promotion,إنشاء عرض ترويجي,
promotions.deleteWarning,You are about to delete the promotion {{code}}. This action cannot be undone.,أنت على وشك حذف العرض الترويجي {{code}}. لا يمكن التراجع عن هذا الإجراء.,
promotions.domain,Promotions,العروض الترويجية,
promotions.edit.buy-rules.title,Edit buy rules,تحرير شروط الشراء,
promotions.edit.rules.title,Edit usage conditions,تحرير شروط الاستخدام,
promotions.edit.target-rules.title,Edit item conditions,تحرير شروط العناصر,
promotions.edit.title,Edit Promotion Details,تحرير تفاصيل العرض الترويجي,
promotions.errors.promotionTabError,Fix errors in Promotion Tab before proceeding,إصلاح الأخطاء في علامة التبويب العرض الترويجي قبل المتابعة,
promotions.errors.requiredField,Required field,حقل مطلوب,
promotions.fields.addCondition,Add condition,إضافة شرط,
promotions.fields.allocation,Allocation,التخصيص,
promotions.fields.allocationTooltip,"Each enforces the quantity limit per item, while Once enforces the quantity limit across the entire cart",,
promotions.fields.amount.tooltip,Select the currency code to enable setting the amount,اختر رمز العملة لتمكين تعيين المبلغ,
promotions.fields.campaign,Campaign,الحملة,
promotions.fields.clearAll,Clear all,مسح الكل,
promotions.fields.conditions.buy-rules.description,"If these conditions match, we enable the promotion on the target items.",إذا تطابقت هذه الشروط، سنقوم بتفعيل العرض الترويجي على العناصر المستهدفة.,
promotions.fields.conditions.buy-rules.title,What needs to be in the cart to unlock the promotion?,ما الذي يجب أن يكون في السلة لتفعيل العرض الترويجي؟,
promotions.fields.conditions.rules.description,Which customer is allowed to use the promotion code? Promotion code can be used by all customers if left untouched.,أي عميل مسموح له باستخدام رمز العرض الترويجي؟ يمكن استخدام رمز العرض الترويجي من قبل جميع العملاء إذا ترك دون تغيير.,
promotions.fields.conditions.rules.title,Who can use this code?,من يمكنه استخدام هذا الرمز؟,
promotions.fields.conditions.target-rules.description,,سيتم تطبيق العرض الترويجي على العناصر التي تطابق الشروط التالية.,
promotions.fields.conditions.target-rules.items.description,The promotion will be applied to items that match the following conditions.,,
promotions.fields.conditions.target-rules.items.title,What items will the promotion be applied to?,,
promotions.fields.conditions.target-rules.order.description,The promotion will be applied to items that match the following conditions.,,
promotions.fields.conditions.target-rules.order.title,What items will the promotion be applied to?,,
promotions.fields.conditions.target-rules.shipping_methods.description,The promotion will be applied to shipping methods that match the following conditions.,,
promotions.fields.conditions.target-rules.shipping_methods.title,What shipping methods will the promotion be applied to?,,
promotions.fields.conditions.target-rules.title,,ما هي العناصر التي سيتم تطبيق العرض الترويجي عليها؟,
promotions.fields.method,Method,الطريقة,
promotions.fields.taxInclusive,Tax Inclusive,,
promotions.fields.type,Type,النوع,
promotions.fields.usage,Usage,,
promotions.fields.usageLimit,Usage Limit,,
